,cum_pnl,max_pnl,drawdown
2/4/1982,24673074.25,25034629.25,361555
2/11/1982,25549202.25,25549202.25,0
2/22/1982,24338744.75,25549202.25,1210457.5
3/5/1982,23552864.75,25549202.25,1996337.5
3/10/1982,24846381.15,25549202.25,702821.1
3/17/1982,24139506.15,25549202.25,1409696.1
3/22/1982,23878534.15,25549202.25,1670668.1
4/1/1982,23744674.15,25549202.25,1804528.1
4/5/1982,26003834.15,26003834.15,0
4/12/1982,26575784.15,26575784.15,0
4/23/1982,26787186.65,26787186.65,0
4/28/1982,26232456.65,26787186.65,554730
4/29/1982,26547360.4,26787186.65,239826.25
5/6/1982,26512817.9,26787186.65,274368.75
5/26/1982,26655067.9,26787186.65,132118.75
6/11/1982,26082517.9,26787186.65,704668.75
6/21/1982,26429542.9,26787186.65,357643.75
6/28/1982,28268680.4,28268680.4,0
6/29/1982,31356415.4,31356415.4,0
7/8/1982,31376935.4,31376935.4,0
7/9/1982,32695615.4,32695615.4,0
7/23/1982,33975809.15,33975809.15,0
8/20/1982,33069650.15,33975809.15,906159
8/23/1982,32519902.65,33975809.15,1455906.5
8/25/1982,35948222.65,35948222.65,0
8/31/1982,35597557.65,35948222.65,350665
9/10/1982,35339347.65,35948222.65,608875
9/27/1982,34702067.65,35948222.65,1246155
10/7/1982,34172087.65,35948222.65,1776135
10/11/1982,34192230.15,35948222.65,1755992.5
10/13/1982,33332060.15,35948222.65,2616162.5
10/20/1982,32627070.15,35948222.65,3321152.5
11/1/1982,34794555.15,35948222.65,1153667.5
11/5/1982,34638875.15,35948222.65,1309347.5
11/10/1982,34052135.15,35948222.65,1896087.5
11/22/1982,33950215.15,35948222.65,1998007.5
11/24/1982,33948505.15,35948222.65,1999717.5
11/30/1982,34751336.4,35948222.65,1196886.25
12/9/1982,35312486.4,35948222.65,635736.25
1/19/1983,35085353.9,35948222.65,862868.75
1/24/1983,36622943.9,36622943.9,0
1/25/1983,36073813.9,36622943.9,549130
1/26/1983,35859151.9,36622943.9,763792
2/22/1983,38014371.9,38014371.9,0
2/23/1983,39924641.9,39924641.9,0
2/24/1983,39529711.9,39924641.9,394930
2/28/1983,39962191.9,39962191.9,0
3/4/1983,39707301.9,39962191.9,254890
3/8/1983,39378891.9,39962191.9,583300
3/17/1983,38875521.9,39962191.9,1086670
4/5/1983,39410099.4,39962191.9,552092.5
4/6/1983,40020034.4,40020034.4,0
4/15/1983,39606214.4,40020034.4,413820
4/18/1983,39059034.4,40020034.4,961000
5/11/1983,41556374.4,41556374.4,0
5/19/1983,41079414.4,41556374.4,476960
5/20/1983,40519074.4,41556374.4,1037300
6/2/1983,39501474.4,41556374.4,2054900
6/3/1983,39300724.4,41556374.4,2255650
6/13/1983,39105474.4,41556374.4,2450900
6/21/1983,38913084.4,41556374.4,2643290
6/22/1983,39166471.9,41556374.4,2389902.5
6/30/1983,38719141.9,41556374.4,2837232.5
7/1/1983,38876816.9,41556374.4,2679557.5
7/7/1983,38610896.9,41556374.4,2945477.5
7/15/1983,38154864.4,41556374.4,3401510
7/20/1983,36738509.4,41556374.4,4817865
8/8/1983,36661709.4,41556374.4,4894665
8/15/1983,37083701.9,41556374.4,4472672.5
8/16/1983,36796421.9,41556374.4,4759952.5
8/17/1983,36104256.9,41556374.4,5452117.5
8/19/1983,36586816.9,41556374.4,4969557.5
8/24/1983,35927476.9,41556374.4,5628897.5
8/30/1983,34920536.9,41556374.4,6635837.5
9/13/1983,33877776.9,41556374.4,7678597.5
9/14/1983,33270351.9,41556374.4,8286022.5
9/15/1983,32151941.9,41556374.4,9404432.5
9/19/1983,32109754.4,41556374.4,9446620
9/28/1983,31543639.4,41556374.4,10012735
9/30/1983,31498751.4,41556374.4,10057623
10/7/1983,30687468.9,41556374.4,10868905.5
10/10/1983,32165356.4,41556374.4,9391018
10/19/1983,35458426.4,41556374.4,6097948
10/27/1983,35014066.4,41556374.4,6542308
11/4/1983,34370181.4,41556374.4,7186193
11/28/1983,35446733.9,41556374.4,6109640.5
11/30/1983,36960863.9,41556374.4,4595510.5
12/16/1983,37031726.3,41556374.4,4524648.1
12/22/1983,36820606.3,41556374.4,4735768.1
12/27/1983,36104486.3,41556374.4,5451888.1
12/29/1983,35718781.3,41556374.4,5837593.1
1/11/1984,35080521.3,41556374.4,6475853.1
1/13/1984,34431101.3,41556374.4,7125273.1
1/16/1984,34135120.05,41556374.4,7421254.35
1/17/1984,34483780.05,41556374.4,7072594.35
2/1/1984,33785070.05,41556374.4,7771304.35
2/2/1984,33080307.05,41556374.4,8476067.35
2/3/1984,33896557.05,41556374.4,7659817.35
2/22/1984,33407782.05,41556374.4,8148592.35
2/29/1984,33722962.05,41556374.4,7833412.35
3/1/1984,33455324.55,41556374.4,8101049.85
3/2/1984,33429304.55,41556374.4,8127069.85
3/16/1984,32858329.55,41556374.4,8698044.85
4/12/1984,32369969.55,41556374.4,9186404.85
4/25/1984,31657009.55,41556374.4,9899364.85
4/26/1984,31209019.55,41556374.4,10347354.85
5/1/1984,31106819.55,41556374.4,10449554.85
5/15/1984,33105989.55,41556374.4,8450384.85
5/23/1984,33606629.55,41556374.4,7949744.85
5/31/1984,33345809.55,41556374.4,8210564.85
6/1/1984,33165594.55,41556374.4,8390779.85
6/4/1984,35688500.8,41556374.4,5867873.6
6/7/1984,35555198.4,41556374.4,6001176
7/23/1984,40938518.4,41556374.4,617856
8/1/1984,43503211.4,43503211.4,0
8/2/1984,43487461,43503211.4,15750.4
8/3/1984,48648041,48648041,0
8/15/1984,48051583.5,48648041,596457.5
8/22/1984,48382783.5,48648041,265257.5
9/4/1984,47760283.5,48648041,887757.5
9/10/1984,47448176,48648041,1199865
10/15/1984,47699131,48648041,948910
10/18/1984,46842093,48648041,1805948
10/22/1984,47368773,48648041,1279268
10/23/1984,46888050.5,48648041,1759990.5
10/25/1984,50215423,50215423,0
11/2/1984,50043568,50215423,171855
11/5/1984,51471658,51471658,0
11/26/1984,50926498,51471658,545160
12/6/1984,52173153,52173153,0
12/7/1984,51500637,52173153,672516
12/13/1984,50737647,52173153,1435506
12/18/1984,49866584.5,52173153,2306568.5
1/7/1985,49480244.5,52173153,2692908.5
1/10/1985,49171942,52173153,3001211
1/14/1985,49387302,52173153,2785851
1/17/1985,48718572,52173153,3454581
1/18/1985,48544709,52173153,3628444
1/31/1985,48895449,52173153,3277704
2/1/1985,52559099,52559099,0
2/6/1985,52276589,52559099,282510
2/15/1985,54096816.5,54096816.5,0
2/27/1985,60157819,60157819,0
3/13/1985,60150489,60157819,7330
3/18/1985,62639369,62639369,0
3/19/1985,59584426.5,62639369,3054942.5
4/8/1985,60352846.5,62639369,2286522.5
4/12/1985,59971807.9,62639369,2667561.1
4/17/1985,59406495.4,62639369,3232873.6
4/22/1985,58946537.9,62639369,3692831.1
5/1/1985,58498137.9,62639369,4141231.1
6/4/1985,59367292.9,62639369,3272076.1
6/6/1985,59328032.9,62639369,3311336.1
6/11/1985,58843727.9,62639369,3795641.1
6/13/1985,58518970.4,62639369,4120398.6
6/18/1985,58740705.4,62639369,3898663.6
6/21/1985,61355220.4,62639369,1284148.6
7/12/1985,60811300.4,62639369,1828068.6
7/16/1985,60127450.4,62639369,2511918.6
7/17/1985,59504790.4,62639369,3134578.6
7/22/1985,58782690.4,62639369,3856678.6
7/24/1985,58036565.4,62639369,4602803.6
7/30/1985,57186145.4,62639369,5453223.6
8/2/1985,57990902.9,62639369,4648466.1
8/6/1985,59069185.4,62639369,3570183.6
8/14/1985,60749097.9,62639369,1890271.1
8/15/1985,61145257.9,62639369,1494111.1
8/16/1985,60478717.9,62639369,2160651.1
8/29/1985,60351817.9,62639369,2287551.1
9/3/1985,59105832.9,62639369,3533536.1
9/5/1985,59593602.9,62639369,3045766.1
9/13/1985,59328546.9,62639369,3310822.1
9/16/1985,58449606.9,62639369,4189762.1
9/24/1985,60243344.4,62639369,2396024.6
10/1/1985,60467704.4,62639369,2171664.6
10/2/1985,60074831.9,62639369,2564537.1
10/3/1985,59313231.9,62639369,3326137.1
10/14/1985,58812801.9,62639369,3826567.1
10/29/1985,58378641.9,62639369,4260727.1
11/5/1985,58667181.9,62639369,3972187.1
11/25/1985,58206081.9,62639369,4433287.1
11/27/1985,61729211.9,62639369,910157.1
12/4/1985,61670981.9,62639369,968387.1
12/9/1985,59822621.9,62639369,2816747.1
12/10/1985,59695821.9,62639369,2943547.1
12/18/1985,59361951.9,62639369,3277417.1
12/26/1985,59216425.7,62639369,3422943.3
12/27/1985,59026225.7,62639369,3613143.3
1/3/1986,62029658.2,62639369,609710.8
1/8/1986,62145160.7,62639369,494208.3
1/9/1986,62260195.7,62639369,379173.3
1/10/1986,63918045.7,63918045.7,0
1/24/1986,63720645.7,63918045.7,197400
1/27/1986,62908245.7,63918045.7,1009800
2/3/1986,61011618.2,63918045.7,2906427.5
2/5/1986,61150818.2,63918045.7,2767227.5
2/26/1986,61146028.2,63918045.7,2772017.5
3/13/1986,63325348.2,63918045.7,592697.5
3/24/1986,65974455.7,65974455.7,0
3/27/1986,65173823.7,65974455.7,800632
3/31/1986,64772083.7,65974455.7,1202372
4/1/1986,63991108.7,65974455.7,1983347
4/2/1986,63655408.7,65974455.7,2319047
4/4/1986,64102283.7,65974455.7,1872172
4/7/1986,68770319.7,68770319.7,0
4/11/1986,69174459.7,69174459.7,0
4/16/1986,68282315.7,69174459.7,892144
4/22/1986,69475995.7,69475995.7,0
4/23/1986,71965544.45,71965544.45,0
4/30/1986,69395054.45,71965544.45,2570490
5/1/1986,71121434.45,71965544.45,844110
5/2/1986,71171474.45,71965544.45,794070
5/16/1986,71590846.95,71965544.45,374697.5
5/20/1986,71418626.95,71965544.45,546917.5
5/22/1986,71151596.95,71965544.45,813947.5
6/2/1986,71019776.95,71965544.45,945767.5
6/9/1986,70697936.95,71965544.45,1267607.5
6/10/1986,69862556.95,71965544.45,2102987.5
6/12/1986,69796061.95,71965544.45,2169482.5
6/27/1986,69499256.95,71965544.45,2466287.5
6/30/1986,69010616.95,71965544.45,2954927.5
7/7/1986,68531641.95,71965544.45,3433902.5
7/11/1986,68365171.95,71965544.45,3600372.5
7/15/1986,68079184.45,71965544.45,3886360
8/5/1986,66098192.65,71965544.45,5867351.8
8/14/1986,65448302.65,71965544.45,6517241.8
8/18/1986,64605792.65,71965544.45,7359751.8
8/19/1986,66314512.65,71965544.45,5651031.8
9/2/1986,66643342.65,71965544.45,5322201.8
9/5/1986,66266865.15,71965544.45,5698679.3
9/8/1986,67110730.15,71965544.45,4854814.3
9/9/1986,71103580.15,71965544.45,861964.3
9/11/1986,71788510.15,71965544.45,177034.3
9/23/1986,70126020.15,71965544.45,1839524.3
9/26/1986,72165720.15,72165720.15,0
9/29/1986,71683700.15,72165720.15,482020
10/17/1986,71031330.15,72165720.15,1134390
10/21/1986,71402210.15,72165720.15,763510
10/23/1986,70775530.15,72165720.15,1390190
10/27/1986,70282530.15,72165720.15,1883190
10/30/1986,69559200.15,72165720.15,2606520
11/10/1986,69514647.65,72165720.15,2651072.5
11/11/1986,69823517.65,72165720.15,2342202.5
12/4/1986,70941772.65,72165720.15,1223947.5
12/9/1986,70824512.65,72165720.15,1341207.5
12/17/1986,70202575.15,72165720.15,1963145
12/26/1986,69286777.65,72165720.15,2878942.5
1/9/1987,68362402.65,72165720.15,3803317.5
1/19/1987,68679687.65,72165720.15,3486032.5
1/27/1987,69605877.65,72165720.15,2559842.5
2/6/1987,68825675.15,72165720.15,3340045
2/10/1987,69119662.65,72165720.15,3046057.5
2/11/1987,71650682.65,72165720.15,515037.5
2/13/1987,72298042.65,72298042.65,0
2/17/1987,73026703.45,73026703.45,0
2/18/1987,73150108.45,73150108.45,0
3/3/1987,72319668.45,73150108.45,830440
3/9/1987,71724903.45,73150108.45,1425205
3/30/1987,70640879.7,73150108.45,2509228.75
3/31/1987,70191364.7,73150108.45,2958743.75
4/1/1987,69722829.7,73150108.45,3427278.75
4/13/1987,70595079.7,73150108.45,2555028.75
4/14/1987,70121209.7,73150108.45,3028898.75
4/27/1987,76675939.7,76675939.7,0
5/7/1987,76057109.7,76675939.7,618830
5/18/1987,76875292.2,76875292.2,0
5/22/1987,75699572.2,76875292.2,1175720
5/26/1987,80991297.2,80991297.2,0
6/12/1987,81530224.7,81530224.7,0
6/19/1987,80546839.7,81530224.7,983385
6/22/1987,79787959.7,81530224.7,1742265
7/6/1987,78823199.7,81530224.7,2707025
7/24/1987,80605439.7,81530224.7,924785
8/7/1987,78160924.7,81530224.7,3369300
8/17/1987,81318724.7,81530224.7,211500
8/18/1987,80477364.7,81530224.7,1052860
8/21/1987,81825894.7,81825894.7,0
8/28/1987,80978424.7,81825894.7,847470
9/1/1987,81543719.7,81825894.7,282175
9/2/1987,84687464.7,84687464.7,0
9/8/1987,86049851.7,86049851.7,0
9/10/1987,85436731.7,86049851.7,613120
9/25/1987,86039501.7,86049851.7,10350
10/19/1987,85301341.7,86049851.7,748510
10/20/1987,83057450.45,86049851.7,2992401.25
10/21/1987,82537101.7,86049851.7,3512750
10/26/1987,82545431.7,86049851.7,3504420
10/27/1987,88606471.7,88606471.7,0
11/2/1987,88113721.7,88606471.7,492750
11/16/1987,90422830.45,90422830.45,0
11/23/1987,91863595.45,91863595.45,0
11/27/1987,92006650.45,92006650.45,0
12/4/1987,94411340.45,94411340.45,0
12/15/1987,95030270.45,95030270.45,0
12/16/1987,93818200.45,95030270.45,1212070
12/22/1987,94516110.45,95030270.45,514160
12/23/1987,93824460.45,95030270.45,1205810
1/4/1988,93309550.45,95030270.45,1720720
1/5/1988,94030110.45,95030270.45,1000160
1/11/1988,94132526.45,95030270.45,897744
1/13/1988,93770606.45,95030270.45,1259664
1/29/1988,94255886.45,95030270.45,774384
2/2/1988,93801026.45,95030270.45,1229244
2/23/1988,93359006.45,95030270.45,1671264
2/25/1988,93082616.45,95030270.45,1947654
3/4/1988,94514831.45,95030270.45,515439
3/9/1988,94044971.45,95030270.45,985299
3/11/1988,93738971.45,95030270.45,1291299
3/15/1988,93311931.45,95030270.45,1718339
3/21/1988,94030095.2,95030270.45,1000175.25
3/23/1988,93022335.2,95030270.45,2007935.25
3/25/1988,92505815.2,95030270.45,2524455.25
3/28/1988,92945450.2,95030270.45,2084820.25
4/7/1988,95412620.2,95412620.2,0
4/12/1988,94886605.2,95412620.2,526015
4/14/1988,94211395.2,95412620.2,1201225
4/15/1988,93881245.2,95412620.2,1531375
5/17/1988,93403205.2,95412620.2,2009415
5/18/1988,92893985.2,95412620.2,2518635
5/19/1988,92868707.7,95412620.2,2543912.5
5/27/1988,92167832.7,95412620.2,3244787.5
6/3/1988,91795030.2,95412620.2,3617590
6/6/1988,94709370.2,95412620.2,703250
6/8/1988,94975320.2,95412620.2,437300
6/16/1988,94931920.2,95412620.2,480700
6/24/1988,94224240.2,95412620.2,1188380
6/28/1988,93051770.2,95412620.2,2360850
6/29/1988,105106587.7,105106587.7,0
7/1/1988,105611387.7,105611387.7,0
7/18/1988,104902427.7,105611387.7,708960
7/20/1988,104358827.7,105611387.7,1252560
7/21/1988,103380842.7,105611387.7,2230545
7/22/1988,105803062.7,105803062.7,0
7/25/1988,104308687.7,105803062.7,1494375
7/26/1988,103280127.7,105803062.7,2522935
9/1/1988,102592167.7,105803062.7,3210895
9/2/1988,101364404,105803062.7,4438658.75
9/6/1988,100974254,105803062.7,4828808.75
10/4/1988,100557899,105803062.7,5245163.75
10/11/1988,100150064,105803062.7,5652998.75
10/12/1988,99973618.95,105803062.7,5829443.75
10/13/1988,99580888.95,105803062.7,6222173.75
10/17/1988,100867989,105803062.7,4935073.75
10/25/1988,100587999,105803062.7,5215063.75
11/2/1988,100447509,105803062.7,5355553.75
11/7/1988,100395212.7,105803062.7,5407850
11/15/1988,102719437.7,105803062.7,3083625
12/7/1988,102182632.7,105803062.7,3620430
12/12/1988,104113332.7,105803062.7,1689730
12/13/1988,104859140.2,105803062.7,943922.5
12/14/1988,105680912.7,105803062.7,122150
12/15/1988,105309515.2,105803062.7,493547.5
12/16/1988,103986785.2,105803062.7,1816277.5
12/30/1988,104457035.2,105803062.7,1346027.5
1/4/1989,104360785.2,105803062.7,1442277.5
1/5/1989,104581385.2,105803062.7,1221677.5
1/16/1989,104218655.2,105803062.7,1584407.5
1/23/1989,104732405.2,105803062.7,1070657.5
1/25/1989,104294828.2,105803062.7,1508234.5
2/2/1989,104351788.2,105803062.7,1451274.5
2/16/1989,102868108.2,105803062.7,2934954.5
2/17/1989,102568228.2,105803062.7,3234834.5
2/22/1989,102437978.2,105803062.7,3365084.5
3/2/1989,102011663.2,105803062.7,3791399.5
3/3/1989,101347553.2,105803062.7,4455509.5
3/13/1989,101816183.2,105803062.7,3986879.5
3/14/1989,102790563.2,105803062.7,3012499.5
3/31/1989,104480008.2,105803062.7,1323054.5
4/3/1989,103833928.2,105803062.7,1969134.5
4/14/1989,103859173.2,105803062.7,1943889.5
4/17/1989,104178583.2,105803062.7,1624479.5
4/18/1989,105325308.2,105803062.7,477754.5
4/24/1989,104692688.2,105803062.7,1110374.5
5/2/1989,105211928.2,105803062.7,591134.5
5/5/1989,104461808.2,105803062.7,1341254.5
5/15/1989,106387868.2,106387868.2,0
5/22/1989,105637118.2,106387868.2,750750
5/26/1989,107635185.7,107635185.7,0
6/2/1989,108225115.7,108225115.7,0
6/5/1989,108683965.7,108683965.7,0
6/6/1989,109886575.7,109886575.7,0
6/13/1989,109432495.7,109886575.7,454080
6/14/1989,108833170.7,109886575.7,1053405
6/15/1989,109314290.7,109886575.7,572285
6/16/1989,111672865.7,111672865.7,0
6/19/1989,111287647.7,111672865.7,385218
6/21/1989,110691667.7,111672865.7,981198
6/22/1989,110247987.7,111672865.7,1424878
6/23/1989,111740372.7,111740372.7,0
6/29/1989,112203242.7,112203242.7,0
7/5/1989,112389687.7,112389687.7,0
7/13/1989,113043167.7,113043167.7,0
7/18/1989,113127047.7,113127047.7,0
7/26/1989,112921527.7,113127047.7,205520
8/9/1989,113495296.5,113495296.5,0
8/11/1989,113138181.5,113495296.5,357115
8/15/1989,112737501.5,113495296.5,757795
9/1/1989,113537521.5,113537521.5,0
9/7/1989,113807401.5,113807401.5,0
9/14/1989,113923816.5,113923816.5,0
9/25/1989,113823976.5,113923816.5,99840
9/28/1989,114118816.5,114118816.5,0
9/29/1989,113309256.5,114118816.5,809560
10/13/1989,112282324,114118816.5,1836492.5
10/25/1989,112359464,114118816.5,1759352.5
10/26/1989,111469256,114118816.5,2649560.5
10/27/1989,111524501,114118816.5,2594315.5
11/10/1989,111152425,114118816.5,2966391.5
11/15/1989,112199965,114118816.5,1918851.5
11/16/1989,112535422.5,114118816.5,1583394
11/29/1989,111673132.5,114118816.5,2445684
12/4/1989,110865752.5,114118816.5,3253064
12/26/1989,110699182.5,114118816.5,3419634
12/27/1989,110315670,114118816.5,3803146.5
1/2/1990,110169607.5,114118816.5,3949209
1/4/1990,109769647.5,114118816.5,4349169
1/5/1990,110090187.5,114118816.5,4028629
1/8/1990,110452157.5,114118816.5,3666659
1/10/1990,109918637.5,114118816.5,4200179
1/18/1990,110262877.5,114118816.5,3855939
1/26/1990,109469752.5,114118816.5,4649064
2/12/1990,108246360,114118816.5,5872456.5
2/13/1990,107438100,114118816.5,6680716.5
2/20/1990,108709292,114118816.5,5409524.5
2/21/1990,107686232,114118816.5,6432584.5
2/28/1990,107286072,114118816.5,6832744.5
3/1/1990,108435504.5,114118816.5,5683312
3/5/1990,108956942,114118816.5,5161874.5
3/6/1990,108869842,114118816.5,5248974.5
3/9/1990,108232512,114118816.5,5886304.5
3/12/1990,108241507,114118816.5,5877309.5
3/16/1990,107834782,114118816.5,6284034.5
3/27/1990,107275592,114118816.5,6843224.5
4/4/1990,107441002,114118816.5,6677814.5
4/20/1990,106777042,114118816.5,7341774.5
4/30/1990,105888292,114118816.5,8230524.5
5/4/1990,105177407,114118816.5,8941409.5
5/7/1990,104506232,114118816.5,9612584.5
5/11/1990,105789677,114118816.5,8329139.5
5/14/1990,105096057,114118816.5,9022759.5
5/15/1990,105190242,114118816.5,8928574.5
5/17/1990,105124722,114118816.5,8994094.5
5/18/1990,106451252,114118816.5,7667564.5
5/21/1990,108323452,114118816.5,5795364.5
5/22/1990,107867622,114118816.5,6251194.5
5/24/1990,108466167,114118816.5,5652649.5
6/20/1990,108021199.5,114118816.5,6097617
6/22/1990,107607969.5,114118816.5,6510847
7/3/1990,108159219.5,114118816.5,5959597
7/5/1990,107524494.5,114118816.5,6594322
7/6/1990,106532787,114118816.5,7586029.5
7/9/1990,107806037,114118816.5,6312779.5
7/12/1990,107399954.4,114118816.5,6718862.1
7/13/1990,108563204.4,114118816.5,5555612.1
8/2/1990,108314384.4,114118816.5,5804432.1
8/6/1990,107319276.9,114118816.5,6799539.6
8/14/1990,106084196.9,114118816.5,8034619.6
8/17/1990,105566196.9,114118816.5,8552619.6
8/20/1990,105476916.9,114118816.5,8641899.6
8/27/1990,107987952.7,114118816.5,6130863.8
8/31/1990,113205025.7,114118816.5,913790.8
9/5/1990,112782655.7,114118816.5,1336160.8
9/6/1990,113607895.7,114118816.5,510920.8
9/20/1990,114122605.7,114122605.7,0
10/2/1990,115501480.7,115501480.7,0
10/3/1990,115320153.1,115501480.7,181327.5736
10/8/1990,115531273.1,115531273.1,0
10/11/1990,115202443.1,115531273.1,328830
10/19/1990,113147496.1,115531273.1,2383777
10/22/1990,115324863.1,115531273.1,206410
10/23/1990,116260343.1,116260343.1,0
10/26/1990,119213573.1,119213573.1,0
11/12/1990,118836563.1,119213573.1,377010
11/28/1990,118527233.1,119213573.1,686340
11/29/1990,118742088.1,119213573.1,471485
12/3/1990,118040543.1,119213573.1,1173030
12/7/1990,118967903.1,119213573.1,245670
12/24/1990,119034713.1,119213573.1,178860
12/28/1990,118150928.1,119213573.1,1062645
12/31/1990,119654008.1,119654008.1,0
1/2/1991,119161168.1,119654008.1,492840
1/10/1991,119062068.1,119654008.1,591940
1/16/1991,118791128.1,119654008.1,862880
1/17/1991,118564028.1,119654008.1,1089980
1/29/1991,123229793.1,123229793.1,0
2/11/1991,123041633.1,123229793.1,188160
2/19/1991,122690145.6,123229793.1,539647.5
2/22/1991,122345295.6,123229793.1,884497.5
2/28/1991,122120310.6,123229793.1,1109482.5
3/1/1991,123082740.6,123229793.1,147052.5
3/4/1991,123180600.6,123229793.1,49192.5
3/8/1991,124185220.6,124185220.6,0
3/15/1991,123241220.6,124185220.6,944000
3/19/1991,122657065.6,124185220.6,1528155
3/21/1991,122560105.6,124185220.6,1625115
4/1/1991,121767140.6,124185220.6,2418080
4/2/1991,121822183.8,124185220.6,2363036.8
4/4/1991,122862331.3,124185220.6,1322889.3
4/9/1991,122327886.3,124185220.6,1857334.3
4/12/1991,121856846.3,124185220.6,2328374.3
4/19/1991,121148996.3,124185220.6,3036224.3
4/22/1991,121133236.3,124185220.6,3051984.3
4/26/1991,122142814.1,124185220.6,2042406.519
4/29/1991,123516676.6,124185220.6,668544.0188
5/2/1991,123035463.6,124185220.6,1149757.019
5/3/1991,122281443.6,124185220.6,1903777.019
5/22/1991,120572523.6,124185220.6,3612697.019
5/23/1991,120721623.6,124185220.6,3463597.019
5/28/1991,121019223.6,124185220.6,3165997.019
6/5/1991,121345933.6,124185220.6,2839287.019
6/7/1991,120687289.2,124185220.6,3497931.419
6/20/1991,120872365.2,124185220.6,3312855.419
6/26/1991,119652175.2,124185220.6,4533045.419
6/28/1991,119935295.2,124185220.6,4249925.419
7/3/1991,119638553.8,124185220.6,4546666.756
7/5/1991,119430333.8,124185220.6,4754886.756
7/15/1991,119719713.8,124185220.6,4465506.756
7/16/1991,120862933.8,124185220.6,3322286.756
7/18/1991,120880193.8,124185220.6,3305026.756
7/19/1991,121175783.8,124185220.6,3009436.756
7/22/1991,120689528.8,124185220.6,3495691.756
7/23/1991,120652408.8,124185220.6,3532811.756
7/24/1991,120333036.3,124185220.6,3852184.256
8/19/1991,119856496.5,124185220.6,4328724.126
8/21/1991,120586684.5,124185220.6,3598536.126
9/2/1991,120356472.8,124185220.6,3828747.785
9/6/1991,121119432.8,124185220.6,3065787.785
9/13/1991,120536227.8,124185220.6,3648992.785
9/17/1991,119231445.2,124185220.6,4953775.41
9/20/1991,119197150.2,124185220.6,4988070.41
9/24/1991,118819790.2,124185220.6,5365430.41
9/25/1991,118965610.2,124185220.6,5219610.41
9/26/1991,119757970.2,124185220.6,4427250.41
10/9/1991,120046496.5,124185220.6,4138724.088
10/15/1991,119861186.5,124185220.6,4324034.088
10/22/1991,120398235.2,124185220.6,3786985.338
10/23/1991,119224102.7,124185220.6,4961117.838
10/28/1991,120222697.7,124185220.6,3962522.838
11/7/1991,120668790.2,124185220.6,3516430.338
11/8/1991,122036310.2,124185220.6,2148910.338
11/11/1991,122498310.2,124185220.6,1686910.338
11/13/1991,121835910.2,124185220.6,2349310.338
11/15/1991,121218770.2,124185220.6,2966450.338
11/20/1991,120671465.2,124185220.6,3513755.338
11/26/1991,120703932.7,124185220.6,3481287.838
12/18/1991,120222672.7,124185220.6,3962547.838
12/23/1991,118589802.7,124185220.6,5595417.838
12/30/1991,117943914.4,124185220.6,6241306.146
12/31/1991,118151879.6,124185220.6,6033340.95
1/9/1992,118462164.4,124185220.6,5723056.213
1/10/1992,118640336.9,124185220.6,5544883.713
1/13/1992,119686294.4,124185220.6,4498926.213
1/15/1992,126223074.4,126223074.4,0
1/20/1992,126586024.4,126586024.4,0
1/24/1992,125909559.4,126586024.4,676465
1/27/1992,124997019.4,126586024.4,1589005
1/31/1992,124652639.4,126586024.4,1933385
2/4/1992,123978735.4,126586024.4,2607289
2/5/1992,123511095.4,126586024.4,3074929
2/10/1992,122816552.9,126586024.4,3769471.5
2/12/1992,124143482.9,126586024.4,2442541.5
2/13/1992,124521569.9,126586024.4,2064454.5
3/4/1992,124251875.7,126586024.4,2334148.627
3/5/1992,123610285.7,126586024.4,2975738.627
3/6/1992,125020525.7,126586024.4,1565498.627
3/25/1992,126740135.7,126740135.7,0
3/27/1992,125867015.7,126740135.7,873120
3/30/1992,124767553.2,126740135.7,1972582.5
4/1/1992,124379793.2,126740135.7,2360342.5
4/7/1992,124090968.2,126740135.7,2649167.5
4/8/1992,124062524.7,126740135.7,2677611.041
4/27/1992,124045754.7,126740135.7,2694381.041
5/6/1992,123627204.7,126740135.7,3112931.041
5/12/1992,122666177.2,126740135.7,4073958.541
5/14/1992,122154197.2,126740135.7,4585938.541
5/20/1992,122232415.6,126740135.7,4507720.141
5/21/1992,120512230.6,126740135.7,6227905.141
6/3/1992,119884945.6,126740135.7,6855190.141
6/5/1992,119140225.6,126740135.7,7599910.141
6/8/1992,118181508.6,126740135.7,8558627.095
6/11/1992,118512108.6,126740135.7,8228027.095
6/12/1992,119086318.6,126740135.7,7653817.095
6/25/1992,121623008.6,126740135.7,5117127.095
6/30/1992,122249429.2,126740135.7,4490706.495
7/2/1992,122166899.2,126740135.7,4573236.495
7/6/1992,121749699.2,126740135.7,4990436.495
7/8/1992,120946503.5,126740135.7,5793632.196
7/9/1992,121026374.4,126740135.7,5713761.35
7/22/1992,120707714.4,126740135.7,6032421.35
7/23/1992,120670274.4,126740135.7,6069861.35
7/24/1992,122163074.4,126740135.7,4577061.35
7/28/1992,121417064.4,126740135.7,5323071.35
8/3/1992,122981161.9,126740135.7,3758973.85
8/6/1992,122678656.9,126740135.7,4061478.85
8/17/1992,122295586.9,126740135.7,4444548.85
8/19/1992,123328726.9,126740135.7,3411408.85
8/21/1992,123043545.1,126740135.7,3696590.642
8/24/1992,122814055.1,126740135.7,3926080.642
8/25/1992,125835705.1,126740135.7,904430.6416
9/3/1992,124231967.3,126740135.7,2508168.388
9/10/1992,123407227.3,126740135.7,3332908.388
