,cum_pnl,max_pnl,drawdown
6/4/2004,235178900.4,238913601.2,3734700.857
6/8/2004,233783984.5,238913601.2,5129616.793
6/15/2004,234717514.9,238913601.2,4196086.394
6/18/2004,234042742.7,238913601.2,4870858.572
6/24/2004,233281061.9,238913601.2,5632539.369
6/30/2004,233065221.9,238913601.2,5848379.369
7/1/2004,232695592.4,238913601.2,6218008.812
7/2/2004,230215223.9,238913601.2,8698377.328
7/15/2004,229533819.5,238913601.2,9379781.713
7/23/2004,229029109.5,238913601.2,9884491.713
7/27/2004,228375379.5,238913601.2,10538221.71
7/29/2004,227899802,238913601.2,11013799.21
8/3/2004,227781551.2,238913601.2,11132050.05
8/9/2004,227391791.2,238913601.2,11521810.05
8/12/2004,227392643.2,238913601.2,11520958.05
8/19/2004,227380183.2,238913601.2,11533418.05
8/20/2004,228391778.2,238913601.2,10521823.05
8/23/2004,229162465.7,238913601.2,9751135.546
8/25/2004,229206292.3,238913601.2,9707308.984
9/1/2004,229184692.3,238913601.2,9728908.984
9/3/2004,228530157.9,238913601.2,10383443.35
9/7/2004,227911794.1,238913601.2,11001807.1
9/13/2004,228533064.1,238913601.2,10380537.1
9/14/2004,227498856.1,238913601.2,11414745.1
9/15/2004,227613838.4,238913601.2,11299762.83
9/21/2004,227836398.4,238913601.2,11077202.83
9/24/2004,227593898.4,238913601.2,11319702.83
10/7/2004,227702927.8,238913601.2,11210673.46
10/13/2004,227156447.8,238913601.2,11757153.46
10/25/2004,226971798.9,238913601.2,11941802.34
11/1/2004,227840165.5,238913601.2,11073435.74
11/2/2004,228029368.4,238913601.2,10884232.88
11/4/2004,227431555.5,238913601.2,11482045.7
11/8/2004,225940738.3,238913601.2,12972862.98
11/10/2004,225359375.8,238913601.2,13554225.48
11/12/2004,225095735.8,238913601.2,13817865.48
11/17/2004,225110998.3,238913601.2,13802602.98
12/2/2004,225233522.2,238913601.2,13680079.05
12/8/2004,226414799.7,238913601.2,12498801.55
12/10/2004,226938374.5,238913601.2,11975226.73
12/17/2004,226272806.2,238913601.2,12640795.04
12/22/2004,226550967.7,238913601.2,12362633.51
12/29/2004,228613411.3,238913601.2,10300189.96
1/4/2005,230228211.3,238913601.2,8685389.964
1/5/2005,231325851.3,238913601.2,7587749.964
1/6/2005,231591281.3,238913601.2,7322319.964
1/11/2005,231799181.3,238913601.2,7114419.964
1/18/2005,230207046.5,238913601.2,8706554.765
1/27/2005,231197799.1,238913601.2,7715802.116
2/7/2005,231163176.6,238913601.2,7750424.616
2/14/2005,230407751.6,238913601.2,8505849.616
2/18/2005,230075125.6,238913601.2,8838475.65
2/22/2005,231009855.6,238913601.2,7903745.65
3/4/2005,230865975.6,238913601.2,8047625.65
3/8/2005,231291295.6,238913601.2,7622305.65
3/16/2005,229868813.5,238913601.2,9044787.761
3/18/2005,230529245.1,238913601.2,8384356.158
3/21/2005,230766592.1,238913601.2,8147009.193
3/23/2005,229218827.1,238913601.2,9694774.193
3/29/2005,229339197.1,238913601.2,9574404.171
3/31/2005,228660232.1,238913601.2,10253369.17
4/6/2005,229943980,238913601.2,8969621.296
4/8/2005,229958040,238913601.2,8955561.296
4/12/2005,229485890,238913601.2,9427711.296
4/14/2005,229172880,238913601.2,9740721.296
4/15/2005,229441570.7,238913601.2,9472030.596
4/18/2005,230205305.3,238913601.2,8708295.904
4/25/2005,230211605.3,238913601.2,8701995.904
4/26/2005,229656509.3,238913601.2,9257091.968
5/9/2005,229225144.3,238913601.2,9688456.968
5/16/2005,229480954.3,238913601.2,9432646.968
5/23/2005,228476104.3,238913601.2,10437496.97
6/6/2005,227972674.3,238913601.2,10940926.97
6/8/2005,227598194.3,238913601.2,11315406.97
6/13/2005,226469782.4,238913601.2,12443818.88
6/14/2005,226061124.2,238913601.2,12852477
6/15/2005,226474973,238913601.2,12438628.26
6/27/2005,226670268,238913601.2,12243333.26
7/1/2005,226114518,238913601.2,12799083.26
7/5/2005,224957161.8,238913601.2,13956439.43
7/8/2005,224908482.5,238913601.2,14005118.78
7/11/2005,224187188.8,238913601.2,14726412.48
7/12/2005,223479487.3,238913601.2,15434113.94
7/20/2005,222588297.1,238913601.2,16325304.14
7/21/2005,221115672.1,238913601.2,17797929.14
7/25/2005,220562442.1,238913601.2,18351159.14
7/29/2005,219957552.1,238913601.2,18956049.14
8/1/2005,219386166.2,238913601.2,19527435.07
8/2/2005,218641117.6,238913601.2,20272483.67
8/3/2005,220859992.6,238913601.2,18053608.67
8/11/2005,221195610.1,238913601.2,17717991.17
8/12/2005,220941930.1,238913601.2,17971671.17
8/16/2005,220366630.1,238913601.2,18546971.17
8/19/2005,221388468.1,238913601.2,17525133.13
8/23/2005,221221108.1,238913601.2,17692493.13
8/24/2005,220998468.1,238913601.2,17915133.13
8/25/2005,222583186.9,238913601.2,16330414.32
8/26/2005,223439180.4,238913601.2,15474420.8
8/30/2005,222525860.4,238913601.2,16387740.8
8/31/2005,222914540.4,238913601.2,15999060.8
9/1/2005,221569057.7,238913601.2,17344543.56
9/6/2005,221264137.7,238913601.2,17649463.56
9/7/2005,221171514.5,238913601.2,17742086.76
9/12/2005,220950874.5,238913601.2,17962726.76
9/22/2005,220128414.5,238913601.2,18785186.76
9/26/2005,219547992.4,238913601.2,19365608.83
9/29/2005,219301306.2,238913601.2,19612295.06
9/30/2005,219058128.7,238913601.2,19855472.56
10/6/2005,221187871.8,238913601.2,17725729.49
10/7/2005,221035452.8,238913601.2,17878148.48
10/13/2005,220871409,238913601.2,18042192.25
10/31/2005,223067809,238913601.2,15845792.25
11/1/2005,223451009,238913601.2,15462592.25
11/14/2005,223528769,238913601.2,15384832.25
11/17/2005,224018550.7,238913601.2,14895050.57
11/22/2005,224059454.7,238913601.2,14854146.51
11/23/2005,223808446.7,238913601.2,15105154.51
11/24/2005,224743002.8,238913601.2,14170598.4
12/2/2005,224224164.8,238913601.2,14689436.46
12/12/2005,223640614.8,238913601.2,15272986.46
12/13/2005,224644607.3,238913601.2,14268993.96
12/14/2005,229125972.3,238913601.2,9787628.956
12/15/2005,230611741.9,238913601.2,8301859.397
12/19/2005,229324661.3,238913601.2,9588939.976
12/20/2005,229425301.3,238913601.2,9488299.976
12/22/2005,228738341.3,238913601.2,10175259.98
12/30/2005,228882641.3,238913601.2,10030959.98
1/3/2006,228536561.3,238913601.2,10377039.98
1/4/2006,227530831.3,238913601.2,11382769.98
1/17/2006,227316742,238913601.2,11596859.23
1/18/2006,227106676,238913601.2,11806925.23
1/20/2006,225781993.2,238913601.2,13131608.02
1/23/2006,226076131.9,238913601.2,12837469.33
1/26/2006,225575268.8,238913601.2,13338332.44
2/3/2006,228546163.3,238913601.2,10367437.96
2/10/2006,228354383.3,238913601.2,10559217.96
2/13/2006,227111393.3,238913601.2,11802207.97
2/15/2006,233574113.3,238913601.2,5339487.966
2/17/2006,233806753.3,238913601.2,5106847.966
3/2/2006,233426786.9,238913601.2,5486814.366
3/8/2006,233044723.9,238913601.2,5868877.319
3/16/2006,231733093.9,238913601.2,7180507.319
3/29/2006,231077503.9,238913601.2,7836097.319
4/5/2006,229294710.9,238913601.2,9618890.335
4/6/2006,229212970.2,238913601.2,9700631.089
4/12/2006,229736197.4,238913601.2,9177403.837
4/18/2006,230576437.4,238913601.2,8337163.837
4/20/2006,231171442.7,238913601.2,7742158.594
4/26/2006,230567266.7,238913601.2,8346334.594
4/28/2006,230420301.7,238913601.2,8493299.594
5/4/2006,229816301.7,238913601.2,9097299.594
5/11/2006,229435300.9,238913601.2,9478300.381
5/12/2006,230201209.8,238913601.2,8712391.493
5/15/2006,230862965.8,238913601.2,8050635.45
5/16/2006,230207297,238913601.2,8706304.293
5/17/2006,229553498.6,238913601.2,9360102.693
5/19/2006,234962448.6,238913601.2,3951152.693
5/22/2006,237987538,238913601.2,926063.2222
5/25/2006,238529303.5,238913601.2,384297.7097
5/31/2006,240160203.5,240160203.5,0
6/1/2006,240448428.5,240448428.5,0
6/2/2006,241203038.5,241203038.5,0
6/8/2006,240644338.5,241203038.5,558700
6/9/2006,240619226,241203038.5,583812.5
6/13/2006,240625763.5,241203038.5,577275
6/15/2006,240513823.5,241203038.5,689215
6/29/2006,239931493.5,241203038.5,1271545
7/6/2006,239182423.5,241203038.5,2020615
7/11/2006,238988903.5,241203038.5,2214135
7/13/2006,238421112.3,241203038.5,2781926.25
7/20/2006,239238192.3,241203038.5,1964846.25
7/21/2006,238343031.7,241203038.5,2860006.822
7/24/2006,238167471.7,241203038.5,3035566.822
7/28/2006,237211720.8,241203038.5,3991317.735
8/7/2006,236363980.8,241203038.5,4839057.735
8/16/2006,237056830.8,241203038.5,4146207.735
8/21/2006,238749744.2,241203038.5,2453294.334
8/22/2006,237993744.2,241203038.5,3209294.334
8/30/2006,237550284.2,241203038.5,3652754.334
9/8/2006,237219386.7,241203038.5,3983651.834
9/11/2006,234190099,241203038.5,7012939.576
9/21/2006,233707619,241203038.5,7495419.576
9/22/2006,232845131,241203038.5,8357907.559
9/25/2006,232655629.5,241203038.5,8547408.991
10/6/2006,231926474.5,241203038.5,9276563.991
10/9/2006,232550036.5,241203038.5,8653001.991
10/10/2006,232352586.5,241203038.5,8850451.991
10/13/2006,231630506.5,241203038.5,9572532.007
10/18/2006,231318956.5,241203038.5,9884082.007
10/19/2006,231276326.5,241203038.5,9926712.007
10/20/2006,230508934,241203038.5,10694104.51
10/23/2006,229667808.4,241203038.5,11535230.13
10/25/2006,229913768.4,241203038.5,11289270.13
10/30/2006,230279258.4,241203038.5,10923780.13
10/31/2006,228902968.4,241203038.5,12300070.13
11/1/2006,228752977.7,241203038.5,12450060.87
11/2/2006,228768502.7,241203038.5,12434535.87
11/14/2006,227476307.7,241203038.5,13726730.79
11/20/2006,227672401.6,241203038.5,13530636.93
11/27/2006,228000783.9,241203038.5,13202254.67
11/28/2006,229823541.3,241203038.5,11379497.21
11/30/2006,231247104.9,241203038.5,9955933.605
12/4/2006,230501470,241203038.5,10701568.53
12/7/2006,229664382.4,241203038.5,11538656.15
12/8/2006,229994812.4,241203038.5,11208226.15
12/11/2006,230254012.4,241203038.5,10949026.15
12/14/2006,229573413.2,241203038.5,11629625.36
12/15/2006,229078993.2,241203038.5,12124045.36
12/22/2006,229070763.2,241203038.5,12132275.36
1/5/2007,229413938.2,241203038.5,11789100.36
1/9/2007,229165550.7,241203038.5,12037487.86
1/10/2007,229238359.6,241203038.5,11964678.91
1/22/2007,227727822.9,241203038.5,13475215.64
1/23/2007,227303822.9,241203038.5,13899215.64
1/30/2007,232908949.3,241203038.5,8294089.192
2/9/2007,232552569.3,241203038.5,8650469.192
2/15/2007,233861054.3,241203038.5,7341984.192
2/16/2007,234689234.3,241203038.5,6513804.192
2/20/2007,234696199.3,241203038.5,6506839.192
2/26/2007,235124740.4,241203038.5,6078298.102
2/27/2007,235618688,241203038.5,5584350.543
2/28/2007,233657162.1,241203038.5,7545876.476
3/1/2007,233629469.2,241203038.5,7573569.373
3/2/2007,233504361.7,241203038.5,7698676.873
3/5/2007,233291611.7,241203038.5,7911426.873
3/12/2007,232893376.7,241203038.5,8309661.873
3/15/2007,232030839.2,241203038.5,9172199.373
4/2/2007,231834279.2,241203038.5,9368759.373
4/5/2007,231892581.2,241203038.5,9310457.373
4/10/2007,231491288.7,241203038.5,9711749.873
5/10/2007,231760208.7,241203038.5,9442829.873
5/14/2007,231287208.7,241203038.5,9915829.873
5/16/2007,230730262.7,241203038.5,10472775.87
5/17/2007,231055662.7,241203038.5,10147375.87
5/22/2007,231033420.2,241203038.5,10169618.37
5/24/2007,231131920.2,241203038.5,10071118.37
6/4/2007,230583820.2,241203038.5,10619218.37
6/6/2007,232275559.7,241203038.5,8927478.801
6/7/2007,233373197.1,241203038.5,7829841.4
6/12/2007,232319077.1,241203038.5,8883961.4
6/13/2007,231528969.6,241203038.5,9674068.9
6/19/2007,231495915,241203038.5,9707123.588
6/22/2007,231505960,241203038.5,9697078.588
6/25/2007,231511879.3,241203038.5,9691159.213
6/29/2007,231609298.1,241203038.5,9593740.463
7/10/2007,232024993.1,241203038.5,9178045.463
7/12/2007,231855088.1,241203038.5,9347950.463
7/17/2007,231409353.1,241203038.5,9793685.463
7/18/2007,230725153.1,241203038.5,10477885.46
7/20/2007,232734279.5,241203038.5,8468759.04
7/24/2007,233675512.4,241203038.5,7527526.137
7/25/2007,235016437.7,241203038.5,6186600.82
7/26/2007,235523471.7,241203038.5,5679566.819
7/27/2007,238783734.8,241203038.5,2419303.732
7/30/2007,238429824.8,241203038.5,2773213.732
8/1/2007,237735504.8,241203038.5,3467533.732
8/3/2007,237236564.8,241203038.5,3966473.732
8/6/2007,236776082.6,241203038.5,4426955.932
8/7/2007,236814962.6,241203038.5,4388075.932
8/10/2007,236738462.6,241203038.5,4464575.932
8/22/2007,236701232.6,241203038.5,4501805.932
8/23/2007,236055155.1,241203038.5,5147883.465
9/6/2007,235791155.1,241203038.5,5411883.465
9/7/2007,235226195.1,241203038.5,5976843.465
9/12/2007,234990035.1,241203038.5,6213003.465
9/13/2007,233004117.5,241203038.5,8198921.072
9/19/2007,232737519.3,241203038.5,8465519.216
9/20/2007,232280504.3,241203038.5,8922534.216
9/21/2007,231717410.2,241203038.5,9485628.346
9/27/2007,230972605.1,241203038.5,10230433.48
9/28/2007,231189380.1,241203038.5,10013658.48
10/2/2007,230891380.1,241203038.5,10311658.48
10/5/2007,230111137.6,241203038.5,11091900.98
10/8/2007,233058567.6,241203038.5,8144470.98
10/10/2007,232376085.3,241203038.5,8826953.27
10/22/2007,231964240.3,241203038.5,9238798.27
10/31/2007,231215047.3,241203038.5,9987991.231
11/5/2007,233462959.7,241203038.5,7740078.86
11/8/2007,233228069.7,241203038.5,7974968.86
11/9/2007,232988439.7,241203038.5,8214598.86
11/12/2007,232585639.7,241203038.5,8617398.86
11/13/2007,234316829.7,241203038.5,6886208.86
11/14/2007,234563452.2,241203038.5,6639586.36
11/15/2007,235826112.2,241203038.5,5376926.36
11/19/2007,235042632.2,241203038.5,6160406.36
11/27/2007,234428483.8,241203038.5,6774554.783
11/30/2007,239712645.8,241203038.5,1490392.771
12/7/2007,237723723.8,241203038.5,3479314.734
12/10/2007,237432774.4,241203038.5,3770264.11
12/14/2007,238041540.1,241203038.5,3161498.485
12/28/2007,237446330.1,241203038.5,3756708.485
1/3/2008,236826287.6,241203038.5,4376750.985
1/14/2008,237067522.1,241203038.5,4135516.445
1/16/2008,235497756.9,241203038.5,5705281.645
1/22/2008,235111146.9,241203038.5,6091891.645
1/23/2008,240798006.9,241203038.5,405031.6452
1/24/2008,240953572.7,241203038.5,249465.8556
1/25/2008,240799396.6,241203038.5,403641.9389
1/28/2008,241350684.1,241350684.1,0
1/29/2008,240270004.1,241350684.1,1080680
2/4/2008,241063926,241350684.1,286758.0521
2/7/2008,241750608,241750608,0
2/12/2008,241335769.6,241750608,414838.4313
2/13/2008,240676322.1,241750608,1074285.931
2/19/2008,240957602.1,241750608,793005.9313
2/26/2008,240140522.7,241750608,1610085.301
2/27/2008,239911964.6,241750608,1838643.485
2/29/2008,239922079.6,241750608,1828528.485
3/6/2008,243340079.6,243340079.6,0
3/7/2008,251147137.1,251147137.1,0
3/17/2008,250446817.1,251147137.1,700320
3/19/2008,250863142.1,251147137.1,283995
3/20/2008,251498018.4,251498018.4,0
3/24/2008,253454074.4,253454074.4,0
3/25/2008,254217399.4,254217399.4,0
3/27/2008,253827258.2,254217399.4,390141.2719
4/1/2008,257817562.9,257817562.9,0
4/2/2008,256632962.9,257817562.9,1184600.047
4/4/2008,256327082.4,257817562.9,1490480.498
4/7/2008,256429307.4,257817562.9,1388255.498
4/8/2008,255853563.4,257817562.9,1963999.498
4/16/2008,255063385.2,257817562.9,2754177.754
4/17/2008,257900952.1,257900952.1,0
4/29/2008,259408332.1,259408332.1,0
4/30/2008,258907006,259408332.1,501326.0346
5/7/2008,258175031,259408332.1,1233301.035
5/29/2008,257079611,259408332.1,2328721.035
6/2/2008,257655831.1,259408332.1,1752500.989
6/3/2008,260407291.9,260407291.9,0
6/4/2008,263558191.9,263558191.9,0
6/11/2008,262552311.9,263558191.9,1005880
6/12/2008,262835302.9,263558191.9,722889.0066
6/13/2008,262596427.9,263558191.9,961764.0066
6/20/2008,261965102.9,263558191.9,1593088.981
6/26/2008,259999158.1,263558191.9,3559033.755
7/2/2008,259674628.1,263558191.9,3883563.755
7/7/2008,260101248,263558191.9,3456943.843
7/8/2008,261370189.3,263558191.9,2188002.578
7/9/2008,262213579.3,263558191.9,1344612.578
7/10/2008,261817549.3,263558191.9,1740642.578
7/15/2008,261537136,263558191.9,2021055.867
7/17/2008,261059256,263558191.9,2498935.867
7/18/2008,260490336,263558191.9,3067855.867
7/22/2008,259290888.4,263558191.9,4267303.467
7/23/2008,257935351,263558191.9,5622840.913
8/4/2008,257507387,263558191.9,6050804.913
8/11/2008,256967926.8,263558191.9,6590265.106
8/14/2008,256277046.8,263558191.9,7281145.106
8/19/2008,256298526.8,263558191.9,7259665.106
8/21/2008,256143886.8,263558191.9,7414305.106
9/3/2008,256199111.8,263558191.9,7359080.106
9/12/2008,257689301.8,263558191.9,5868890.106
9/16/2008,257235199.3,263558191.9,6322992.606
9/17/2008,258024969.3,263558191.9,5533222.606
9/18/2008,256925826.5,263558191.9,6632365.412
9/19/2008,255566599.1,263558191.9,7991592.768
9/22/2008,256439791.8,263558191.9,7118400.066
9/24/2008,256589356.8,263558191.9,6968835.066
9/25/2008,256680290.5,263558191.9,6877901.316
10/13/2008,257345931.9,263558191.9,6212259.992
10/14/2008,259664626,263558191.9,3893565.878
10/28/2008,259717186,263558191.9,3841005.878
10/29/2008,263096588.5,263558191.9,461603.3785
10/30/2008,263509645.7,263558191.9,48546.14744
11/4/2008,262927831.9,263558191.9,630360.0019
11/6/2008,266131801.9,266131801.9,0
11/24/2008,265648681.9,266131801.9,483120
11/25/2008,265565061.9,266131801.9,566740
11/28/2008,268135021.9,268135021.9,0
12/5/2008,268636621.9,268636621.9,0
12/11/2008,269480161.9,269480161.9,0
12/12/2008,270785881.9,270785881.9,0
12/17/2008,271881561.9,271881561.9,0
12/22/2008,276140081.9,276140081.9,0
12/24/2008,276652991.9,276652991.9,0
12/26/2008,279439926.9,279439926.9,0
12/31/2008,284196646.9,284196646.9,0
1/2/2009,285315439.3,285315439.3,0
1/5/2009,287717328.3,287717328.3,0
1/6/2009,289087045.1,289087045.1,0
1/7/2009,287989665.1,289087045.1,1097380
1/19/2009,288984036,289087045.1,103009.1212
1/23/2009,290551592.2,290551592.2,0
1/26/2009,294789853.5,294789853.5,0
1/29/2009,294030413.5,294789853.5,759440
2/2/2009,294603713.5,294789853.5,186140
2/6/2009,297793588.4,297793588.4,0
3/3/2009,297819568.4,297819568.4,0
3/16/2009,296720963.3,297819568.4,1098605.053
3/17/2009,298422334.6,298422334.6,0
3/18/2009,296231877.4,298422334.6,2190457.205
3/19/2009,294933159.9,298422334.6,3489174.705
3/20/2009,294479259.9,298422334.6,3943074.705
3/23/2009,293875446.3,298422334.6,4546888.273
3/25/2009,293272386.3,298422334.6,5149948.273
4/1/2009,292947386.3,298422334.6,5474948.273
4/2/2009,295599007.3,298422334.6,2823327.259
4/3/2009,294449923.1,298422334.6,3972411.45
4/20/2009,294207050.6,298422334.6,4215283.95
4/28/2009,294477370.6,298422334.6,3944963.95
5/1/2009,294203610.6,298422334.6,4218723.95
5/7/2009,296516010.6,298422334.6,1906323.95
5/26/2009,297537255.6,298422334.6,885078.9497
6/4/2009,304508085.4,304508085.4,0
6/5/2009,310688136.2,310688136.2,0
6/8/2009,310252701.2,310688136.2,435435
6/15/2009,309637391.2,310688136.2,1050745
6/19/2009,309966976.6,310688136.2,721159.5775
6/22/2009,308319111,310688136.2,2369025.259
6/23/2009,308158413.5,310688136.2,2529722.685
6/30/2009,308184168.5,310688136.2,2503967.685
7/2/2009,307938536.5,310688136.2,2749599.685
7/3/2009,308135616.5,310688136.2,2552519.685
7/7/2009,306972983.5,310688136.2,3715152.733
7/8/2009,306194078.5,310688136.2,4494057.755
7/13/2009,306790225.5,310688136.2,3897910.712
7/23/2009,306277368,310688136.2,4410768.212
8/3/2009,305428333,310688136.2,5259803.212
8/6/2009,304710592.8,310688136.2,5977543.372
8/7/2009,303064300.5,310688136.2,7623835.663
8/10/2009,302405635.5,310688136.2,8282500.663
8/11/2009,301903735.5,310688136.2,8784400.663
8/17/2009,301272535.5,310688136.2,9415600.663
9/1/2009,300579504.5,310688136.2,10108631.66
9/2/2009,300798896.7,310688136.2,9889239.537
9/3/2009,300102416.7,310688136.2,10585719.54
9/10/2009,300790106.7,310688136.2,9898029.537
9/11/2009,299522266.7,310688136.2,11165869.54
9/15/2009,299060446.7,310688136.2,11627689.54
9/24/2009,297654376.7,310688136.2,13033759.54
9/29/2009,297428915.7,310688136.2,13259220.54
10/2/2009,297054382.5,310688136.2,13633753.68
10/9/2009,296750862.4,310688136.2,13937273.78
10/12/2009,297077722.4,310688136.2,13610413.78
10/15/2009,297402600.6,310688136.2,13285535.65
10/16/2009,296689479,310688136.2,13998657.23
10/21/2009,296100509.7,310688136.2,14587626.56
10/23/2009,295974985.9,310688136.2,14713150.31
10/26/2009,295962085.9,310688136.2,14726050.31
10/28/2009,300932314.7,310688136.2,9755821.461
10/29/2009,300704095.4,310688136.2,9984040.83
11/12/2009,300943455.4,310688136.2,9744680.83
11/20/2009,300852255.4,310688136.2,9835880.83
11/25/2009,300359137.9,310688136.2,10328998.27
11/27/2009,299871459.4,310688136.2,10816676.78
11/30/2009,299403919.4,310688136.2,11284216.78
12/3/2009,298824175.3,310688136.2,11863960.94
12/4/2009,299861912.3,310688136.2,10826223.94
12/7/2009,300343517.3,310688136.2,10344618.94
12/8/2009,302362897.3,310688136.2,8325238.937
12/9/2009,301510997.3,310688136.2,9177138.937
12/10/2009,301168757.3,310688136.2,9519378.937
12/17/2009,300507257.3,310688136.2,10180878.94
12/22/2009,303637586.6,310688136.2,7050549.562
12/28/2009,302941565.8,310688136.2,7746570.452
12/30/2009,303565197.2,310688136.2,7122938.991
1/13/2010,302778957.2,310688136.2,7909178.991
1/19/2010,302426117.2,310688136.2,8262018.991
1/20/2010,301419183.6,310688136.2,9268952.591
1/21/2010,300320777.6,310688136.2,10367358.66
1/22/2010,300135266.9,310688136.2,10552869.34
1/25/2010,301883567.6,310688136.2,8804568.569
1/27/2010,303585287.6,310688136.2,7102848.569
2/5/2010,303210462.9,310688136.2,7477673.299
2/18/2010,302639082.9,310688136.2,8049053.299
2/19/2010,302004602.9,310688136.2,8683533.299
2/24/2010,301368146.9,310688136.2,9319989.299
2/25/2010,300698948.9,310688136.2,9989187.33
3/1/2010,300045309.8,310688136.2,10642826.43
3/5/2010,299597069.8,310688136.2,11091066.43
3/12/2010,299837642.3,310688136.2,10850493.93
3/17/2010,301197857.3,310688136.2,9490278.929
3/24/2010,300820832.3,310688136.2,9867303.929
3/31/2010,300152604.8,310688136.2,10535531.43
4/6/2010,300872604.8,310688136.2,9815531.429
4/9/2010,300949554.8,310688136.2,9738581.429
4/15/2010,301304462.3,310688136.2,9383673.929
4/16/2010,301238493.3,310688136.2,9449642.906
4/19/2010,301199613.3,310688136.2,9488522.906
4/27/2010,302273378.8,310688136.2,8414757.414
4/28/2010,302797004.9,310688136.2,7891131.354
5/4/2010,303082216.2,310688136.2,7605920.004
5/5/2010,301619150.4,310688136.2,9068985.804
5/6/2010,300300295.4,310688136.2,10387840.8
5/7/2010,300752284.1,310688136.2,9935852.13
5/11/2010,300370254.1,310688136.2,10317882.13
5/19/2010,298927279.1,310688136.2,11760857.13
5/21/2010,299228819.1,310688136.2,11459317.13
5/27/2010,297917395.3,310688136.2,12770740.88
6/1/2010,298112180.3,310688136.2,12575955.88
6/3/2010,298108540.3,310688136.2,12579595.88
6/9/2010,299119510.3,310688136.2,11568625.88
6/10/2010,298315630.3,310688136.2,12372505.88
6/14/2010,299081230.3,310688136.2,11606905.88
6/15/2010,300137882.8,310688136.2,10550253.38
6/16/2010,300107962.8,310688136.2,10580173.38
6/18/2010,301471431.5,310688136.2,9216704.754
6/30/2010,301463621.5,310688136.2,9224514.754
7/7/2010,300813641.5,310688136.2,9874494.754
7/8/2010,300051368.8,310688136.2,10636767.39
7/9/2010,302465364,310688136.2,8222772.186
7/13/2010,301854127.2,310688136.2,8834009.03
7/16/2010,301409727.2,310688136.2,9278409.03
7/23/2010,300371512.2,310688136.2,10316624.03
8/6/2010,301582612.2,310688136.2,9105524.03
8/12/2010,300806669.7,310688136.2,9881466.53
8/23/2010,300271690.9,310688136.2,10416445.34
8/24/2010,300360325.9,310688136.2,10327810.34
8/25/2010,299645195.9,310688136.2,11042940.34
9/3/2010,306885161.4,310688136.2,3802974.817
9/9/2010,306191667.7,310688136.2,4496468.525
9/10/2010,308993427,310688136.2,1694709.178
9/13/2010,308357439.6,310688136.2,2330696.578
9/14/2010,308285239.6,310688136.2,2402896.578
9/15/2010,308625918.9,310688136.2,2062217.281
9/16/2010,307851207.8,310688136.2,2836928.417
9/23/2010,309097192.8,310688136.2,1590943.417
9/30/2010,308425092.8,310688136.2,2263043.417
10/1/2010,308851592.8,310688136.2,1836543.417
10/19/2010,312358750.3,312358750.3,0
10/21/2010,313166760.3,313166760.3,0
10/26/2010,312879194,313166760.3,287566.25
10/27/2010,312233191.8,313166760.3,933568.4621
10/29/2010,313350594.8,313350594.8,0
11/1/2010,314968994.8,314968994.8,0
11/8/2010,314741919.8,314968994.8,227075
11/10/2010,314655204.8,314968994.8,313790
11/11/2010,315806909.2,315806909.2,0
11/12/2010,325575736.7,325575736.7,0
11/15/2010,325317133.5,325575736.7,258603.1876
11/16/2010,325885601.5,325885601.5,0
11/17/2010,324824578.7,325885601.5,1061022.8
11/19/2010,324763198.7,325885601.5,1122402.8
11/22/2010,324880698.7,325885601.5,1004902.8
11/23/2010,325255562.9,325885601.5,630038.6517
12/3/2010,324864497.9,325885601.5,1021103.652
12/7/2010,324592292,325885601.5,1293309.505
12/14/2010,324191660.2,325885601.5,1693941.357
12/28/2010,323471965,325885601.5,2413636.487
12/29/2010,323055195,325885601.5,2830406.487
12/31/2010,323884795,325885601.5,2000806.487
1/5/2011,322636355,325885601.5,3249246.487
1/6/2011,321652930,325885601.5,4232671.487
1/11/2011,321712216,325885601.5,4173385.487
1/12/2011,321916821.7,325885601.5,3968779.766
1/13/2011,320874481.7,325885601.5,5011119.766
1/14/2011,320523571.7,325885601.5,5362029.766
1/20/2011,319842331.7,325885601.5,6043269.766
1/25/2011,319367631.7,325885601.5,6517969.766
1/28/2011,319294551.7,325885601.5,6591049.766
2/2/2011,317790239.6,325885601.5,8095361.894
2/15/2011,317714844.6,325885601.5,8170756.894
2/18/2011,317735649.6,325885601.5,8149951.894
2/22/2011,318195952.1,325885601.5,7689649.394
2/23/2011,319265212.1,325885601.5,6620389.394
2/24/2011,321910478.3,325885601.5,3975123.209
2/25/2011,320820019.2,325885601.5,5065582.313
2/28/2011,320088141.7,325885601.5,5797459.813
3/3/2011,320436591.7,325885601.5,5449009.813
3/10/2011,320539120.8,325885601.5,5346480.679
3/11/2011,319455018.3,325885601.5,6430583.19
3/14/2011,318992862.9,325885601.5,6892738.592
3/15/2011,319231363.7,325885601.5,6654237.786
3/16/2011,319033184.9,325885601.5,6852416.58
3/18/2011,318823839.9,325885601.5,7061761.58
3/23/2011,317711684.9,325885601.5,8173916.58
3/24/2011,317065024.9,325885601.5,8820576.58
3/25/2011,317432824.9,325885601.5,8452776.58
3/30/2011,316783786.1,325885601.5,9101815.38
4/18/2011,316109998.6,325885601.5,9775602.944
4/26/2011,319207438.6,325885601.5,6678162.944
5/2/2011,317608693.6,325885601.5,8276907.944
